pos,player,opp,status,stats,points,year,week,team,total_score,total_bench,record,streak,team_away,total_score_away,total_bench_away,record_away,streak_away,game_id
W/R,T. Hilton WR - IND,DEN,"Win, 15-13","54 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",6.4,2019,8,N'Keal and the Hyde B Fitz,121.56,49.08,5-3-0,W4,White Broncos,88.6,10.0,2-6-0,L4,173
R/W/T,L. Fitzgerald WR - ARI,@NO,"Loss, 9-31","8 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",1.8,2019,8,N'Keal and the Hyde B Fitz,121.56,49.08,5-3-0,W4,White Broncos,88.6,10.0,2-6-0,L4,173
K,K. Fairbairn K - HOU,LV,"Win, 27-24","3 PAT, PAT Miss, 0-19, 20-29, 1 30-39, 1 40-49, 50+, Miss 0-19, Miss 20-29, Miss 30-39, Miss 40-49, Miss 50+, ...",10.0,2019,8,N'Keal and the Hyde B Fitz,121.56,49.08,5-3-0,W4,White Broncos,88.6,10.0,2-6-0,L4,173
DEF,Texans DEF,LV,"Win, 27-24","24 Pts, Sck, Int, Fum, TD, Ret TD, Saf, ...",0.0,2019,8,N'Keal and the Hyde B Fitz,121.56,49.08,5-3-0,W4,White Broncos,88.6,10.0,2-6-0,L4,173
BN,R. Wilson QB - SEA,@ATL,"Win, 27-20","182 Pass Yds, 2 Pass TD, Int, 4 Rush Yds, Rush TD, Fum, 2PT, ...",15.68,2019,8,N'Keal and the Hyde B Fitz,121.56,49.08,5-3-0,W4,White Broncos,88.6,10.0,2-6-0,L4,173
BN,C. Hyde RB - HOU,LV,"Win, 27-24","83 Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",8.3,2019,8,N'Keal and the Hyde B Fitz,121.56,49.08,5-3-0,W4,White Broncos,88.6,10.0,2-6-0,L4,173
BN,R. Mostert RB - SF,CAR,"Win, 51-13","60 Rush Yds, 1 Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",12.0,2019,8,N'Keal and the Hyde B Fitz,121.56,49.08,5-3-0,W4,White Broncos,88.6,10.0,2-6-0,L4,173
BN,D. Henry RB - TEN,TB,"Win, 27-23","75 Rush Yds, Rush TD, 1 Fum, 8 Rec Yds, Rec TD, 2PT, ...",6.8,2019,8,N'Keal and the Hyde B Fitz,121.56,49.08,5-3-0,W4,White Broncos,88.6,10.0,2-6-0,L4,173
BN,D. Moore WR - CAR,@SF,"Loss, 13-51","38 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",6.3,2019,8,N'Keal and the Hyde B Fitz,121.56,49.08,5-3-0,W4,White Broncos,88.6,10.0,2-6-0,L4,173
BN,M. Andrews TE - BAL,Bye,,"Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",0.0,2019,8,N'Keal and the Hyde B Fitz,121.56,49.08,5-3-0,W4,White Broncos,88.6,10.0,2-6-0,L4,173
QB,K. Murray QB - ARI,@NO,"Loss, 9-31","220 Pass Yds, Pass TD, Int, 13 Rush Yds, Rush TD, Fum, 2PT, ...",10.1,2019,8,White Broncos,88.6,10.0,2-6-0,L4,N'Keal and the Hyde B Fitz,121.56,49.08,5-3-0,W4,173
RB,D. Williams RB - KC,GB,"Loss, 24-31","30 Rush Yds, 1 Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",9.0,2019,8,White Broncos,88.6,10.0,2-6-0,L4,N'Keal and the Hyde B Fitz,121.56,49.08,5-3-0,W4,173
RB,R. Jones RB - TB,@TEN,"Loss, 23-27","35 Rush Yds, Rush TD, Fum, 17 Rec Yds, Rec TD, 2PT, ...",5.7,2019,8,White Broncos,88.6,10.0,2-6-0,L4,N'Keal and the Hyde B Fitz,121.56,49.08,5-3-0,W4,173
WR,D. Hopkins WR - HOU,LV,"Win, 27-24","109 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",16.4,2019,8,White Broncos,88.6,10.0,2-6-0,L4,N'Keal and the Hyde B Fitz,121.56,49.08,5-3-0,W4,173
WR,D. Metcalf WR - SEA,@ATL,"Win, 27-20","13 Rec Yds, 2 Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",14.8,2019,8,White Broncos,88.6,10.0,2-6-0,L4,N'Keal and the Hyde B Fitz,121.56,49.08,5-3-0,W4,173
TE,T. Hockenson TE - DET,NYG,"Win, 31-26","21 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",2.6,2019,8,White Broncos,88.6,10.0,2-6-0,L4,N'Keal and the Hyde B Fitz,121.56,49.08,5-3-0,W4,173
W/R,C. Godwin WR - TB,@TEN,"Loss, 23-27","43 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 1 2PT, ...",8.3,2019,8,White Broncos,88.6,10.0,2-6-0,L4,N'Keal and the Hyde B Fitz,121.56,49.08,5-3-0,W4,173
R/W/T,O. Beckham WR - CLE,@NE,"Loss, 13-27","52 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",7.7,2019,8,White Broncos,88.6,10.0,2-6-0,L4,N'Keal and the Hyde B Fitz,121.56,49.08,5-3-0,W4,173
K,H. Butker K - KC,GB,"Loss, 24-31","3 PAT, PAT Miss, 0-19, 1 20-29, 30-39, 40-49, 50+, Miss 0-19, Miss 20-29, Miss 30-39, Miss 40-49, 1 Miss 50+, ...",5.0,2019,8,White Broncos,88.6,10.0,2-6-0,L4,N'Keal and the Hyde B Fitz,121.56,49.08,5-3-0,W4,173
DEF,Seahawks DEF,@ATL,"Win, 27-20","20 Pts, 2 Sck, 1 Int, 2 Fum, TD, Ret TD, Saf, ...",9.0,2019,8,White Broncos,88.6,10.0,2-6-0,L4,N'Keal and the Hyde B Fitz,121.56,49.08,5-3-0,W4,173
BN,M. Ingram RB - BAL,Bye,,"Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",0.0,2019,8,White Broncos,88.6,10.0,2-6-0,L4,N'Keal and the Hyde B Fitz,121.56,49.08,5-3-0,W4,173
BN,S. Watkins WR - KC,GB,"Loss, 24-31","45 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",7.0,2019,8,White Broncos,88.6,10.0,2-6-0,L4,N'Keal and the Hyde B Fitz,121.56,49.08,5-3-0,W4,173
BN,W. Fuller WR - HOU,LV,"Win, 27-24","Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",0.0,2019,8,White Broncos,88.6,10.0,2-6-0,L4,N'Keal and the Hyde B Fitz,121.56,49.08,5-3-0,W4,173
BN,O. Howard TE - TB,@TEN,"Loss, 23-27","Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",0.0,2019,8,White Broncos,88.6,10.0,2-6-0,L4,N'Keal and the Hyde B Fitz,121.56,49.08,5-3-0,W4,173
BN,P. Mahomes QB - KC,GB,"Loss, 24-31","Pass Yds, Pass TD, Int, Rush Yds, Rush TD, Fum, 2PT, ...",0.0,2019,8,White Broncos,88.6,10.0,2-6-0,L4,N'Keal and the Hyde B Fitz,121.56,49.08,5-3-0,W4,173
BN,Browns DEF,@NE,"Loss, 13-27","21 Pts, 3 Sck, Int, Fum, TD, Ret TD, Saf, ...",3.0,2019,8,White Broncos,88.6,10.0,2-6-0,L4,N'Keal and the Hyde B Fitz,121.56,49.08,5-3-0,W4,173
QB,J. Winston QB - TB,@TEN,"Loss, 23-27","301 Pass Yds, 2 Pass TD, 2 Int, 53 Rush Yds, Rush TD, 2 Fum, 1 2PT, ...",19.34,2019,8,Master of Disaster,157.04,45.06,3-5-0,W1,Sportfreunde Speasy,104.46,26.6,2-6-0,L2,174
RB,L. McCoy RB - KC,GB,"Loss, 24-31","40 Rush Yds, Rush TD, 1 Fum, 23 Rec Yds, Rec TD, 2PT, ...",6.3,2019,8,Master of Disaster,157.04,45.06,3-5-0,W1,Sportfreunde Speasy,104.46,26.6,2-6-0,L2,174
RB,L. Fournette RB - JAX,NYJ,"Win, 29-15","76 Rush Yds, Rush TD, Fum, 60 Rec Yds, Rec TD, 2PT, ...",17.1,2019,8,Master of Disaster,157.04,45.06,3-5-0,W1,Sportfreunde Speasy,104.46,26.6,2-6-0,L2,174
WR,J. Edelman WR - NE,CLE,"Win, 27-13","78 Rec Yds, 2 Rec TD, Fum, -3 Rush Yds, Rush TD, 2PT, ...",23.5,2019,8,Master of Disaster,157.04,45.06,3-5-0,W1,Sportfreunde Speasy,104.46,26.6,2-6-0,L2,174
WR,C. Kupp WR - LA,CIN,"Win, 24-10","220 Rec Yds, 1 Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",31.5,2019,8,Master of Disaster,157.04,45.06,3-5-0,W1,Sportfreunde Speasy,104.46,26.6,2-6-0,L2,174
TE,E. Engram TE - NYG,@DET,"Loss, 26-31","40 Rec Yds, 1 Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",12.0,2019,8,Master of Disaster,157.04,45.06,3-5-0,W1,Sportfreunde Speasy,104.46,26.6,2-6-0,L2,174
W/R,J. Smith-Schuster WR - PIT,MIA,"Win, 27-14","103 Rec Yds, 1 Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",18.8,2019,8,Master of Disaster,157.04,45.06,3-5-0,W1,Sportfreunde Speasy,104.46,26.6,2-6-0,L2,174
R/W/T,A. Hooper TE - ATL,SEA,"Loss, 20-27","65 Rec Yds, 1 Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",15.5,2019,8,Master of Disaster,157.04,45.06,3-5-0,W1,Sportfreunde Speasy,104.46,26.6,2-6-0,L2,174
K,J. Lambo K - JAX,NYJ,"Win, 29-15","2 PAT, 1 PAT Miss, 0-19, 2 20-29, 30-39, 1 40-49, 50+, Miss 0-19, Miss 20-29, Miss 30-39, Miss 40-49, Miss 50+, ...",9.0,2019,8,Master of Disaster,157.04,45.06,3-5-0,W1,Sportfreunde Speasy,104.46,26.6,2-6-0,L2,174
DEF,Bears DEF,LAC,"Loss, 16-17","17 Pts, 1 Sck, 1 Int, Fum, TD, Ret TD, Saf, ...",4.0,2019,8,Master of Disaster,157.04,45.06,3-5-0,W1,Sportfreunde Speasy,104.46,26.6,2-6-0,L2,174
BN,C. Newton QB - CAR,@SF,"Loss, 13-51","Pass Yds, Pass TD, Int, Rush Yds, Rush TD, Fum, 2PT, ...",0.0,2019,8,Master of Disaster,157.04,45.06,3-5-0,W1,Sportfreunde Speasy,104.46,26.6,2-6-0,L2,174
BN,D. Johnson RB - ARI,@NO,"Loss, 9-31","Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",0.0,2019,8,Master of Disaster,157.04,45.06,3-5-0,W1,Sportfreunde Speasy,104.46,26.6,2-6-0,L2,174
BN,T. Cohen RB - CHI,LAC,"Loss, 16-17","9 Rush Yds, Rush TD, Fum, 37 Rec Yds, Rec TD, 2PT, ...",6.1,2019,8,Master of Disaster,157.04,45.06,3-5-0,W1,Sportfreunde Speasy,104.46,26.6,2-6-0,L2,174
BN,C. Kirk WR - ARI,@NO,"Loss, 9-31","79 Rec Yds, Rec TD, Fum, 19 Rush Yds, Rush TD, 2PT, ...",13.8,2019,8,Master of Disaster,157.04,45.06,3-5-0,W1,Sportfreunde Speasy,104.46,26.6,2-6-0,L2,174
BN,J. Allen QB - BUF,PHI,"Loss, 13-31","169 Pass Yds, 2 Pass TD, Int, 45 Rush Yds, Rush TD, 1 Fum, 2PT, ...",17.26,2019,8,Master of Disaster,157.04,45.06,3-5-0,W1,Sportfreunde Speasy,104.46,26.6,2-6-0,L2,174
BN,D. Henderson RB - LA,CIN,"Win, 24-10","49 Rush Yds, Rush TD, Fum, 20 Rec Yds, Rec TD, 2PT, ...",7.9,2019,8,Master of Disaster,157.04,45.06,3-5-0,W1,Sportfreunde Speasy,104.46,26.6,2-6-0,L2,174
QB,T. Brady QB - NE,CLE,"Win, 27-13","259 Pass Yds, 2 Pass TD, Int, Rush Yds, Rush TD, Fum, 2PT, ...",18.36,2019,8,Sportfreunde Speasy,104.46,26.6,2-6-0,L2,Master of Disaster,157.04,45.06,3-5-0,W1,174
RB,D. Freeman RB - ATL,SEA,"Loss, 20-27","39 Rush Yds, Rush TD, 1 Fum, 63 Rec Yds, Rec TD, 2PT, ...",12.2,2019,8,Sportfreunde Speasy,104.46,26.6,2-6-0,L2,Master of Disaster,157.04,45.06,3-5-0,W1,174
RB,C. McCaffrey RB - CAR,@SF,"Loss, 13-51","117 Rush Yds, 1 Rush TD, Fum, 38 Rec Yds, Rec TD, 1 2PT, ...",25.5,2019,8,Sportfreunde Speasy,104.46,26.6,2-6-0,L2,Master of Disaster,157.04,45.06,3-5-0,W1,174
WR,M. Jones WR - DET,NYG,"Win, 31-26","22 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",4.2,2019,8,Sportfreunde Speasy,104.46,26.6,2-6-0,L2,Master of Disaster,157.04,45.06,3-5-0,W1,174
WR,T. Lockett WR - SEA,@ATL,"Win, 27-20","100 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",13.0,2019,8,Sportfreunde Speasy,104.46,26.6,2-6-0,L2,Master of Disaster,157.04,45.06,3-5-0,W1,174
TE,J. Graham TE - GB,@KC,"Win, 31-24","20 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",3.5,2019,8,Sportfreunde Speasy,104.46,26.6,2-6-0,L2,Master of Disaster,157.04,45.06,3-5-0,W1,174
W/R,M. Gordon RB - LAC,@CHI,"Win, 17-16","31 Rush Yds, 1 Rush TD, Fum, 3 Rec Yds, Rec TD, 2PT, ...",10.4,2019,8,Sportfreunde Speasy,104.46,26.6,2-6-0,L2,Master of Disaster,157.04,45.06,3-5-0,W1,174
R/W/T,M. Sanu WR - NE,CLE,"Win, 27-13","23 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",3.3,2019,8,Sportfreunde Speasy,104.46,26.6,2-6-0,L2,Master of Disaster,157.04,45.06,3-5-0,W1,174
K,G. Zuerlein K - LA,CIN,"Win, 24-10","3 PAT, PAT Miss, 0-19, 1 20-29, 30-39, 40-49, 50+, Miss 0-19, Miss 20-29, Miss 30-39, Miss 40-49, Miss 50+, ...",5.0,2019,8,Sportfreunde Speasy,104.46,26.6,2-6-0,L2,Master of Disaster,157.04,45.06,3-5-0,W1,174
DEF,Chargers DEF,@CHI,"Win, 17-16","16 Pts, 4 Sck, 1 Int, 1 Fum, TD, Ret TD, Saf, ...",9.0,2019,8,Sportfreunde Speasy,104.46,26.6,2-6-0,L2,Master of Disaster,157.04,45.06,3-5-0,W1,174
BN,D. Jackson WR - PHI,@BUF,"Win, 31-13","Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",0.0,2019,8,Sportfreunde Speasy,104.46,26.6,2-6-0,L2,Master of Disaster,157.04,45.06,3-5-0,W1,174
BN,J. Witten TE - DAL,Bye,,"Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",0.0,2019,8,Sportfreunde Speasy,104.46,26.6,2-6-0,L2,Master of Disaster,157.04,45.06,3-5-0,W1,174
BN,A. Thielen WR - MIN,WAS,"Win, 19-9","Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",0.0,2019,8,Sportfreunde Speasy,104.46,26.6,2-6-0,L2,Master of Disaster,157.04,45.06,3-5-0,W1,174
BN,J. Landry WR - CLE,@NE,"Loss, 13-27","65 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",9.0,2019,8,Sportfreunde Speasy,104.46,26.6,2-6-0,L2,Master of Disaster,157.04,45.06,3-5-0,W1,174
BN,J. Howard RB - PHI,@BUF,"Win, 31-13","96 Rush Yds, 1 Rush TD, Fum, 15 Rec Yds, Rec TD, 2PT, ...",17.6,2019,8,Sportfreunde Speasy,104.46,26.6,2-6-0,L2,Master of Disaster,157.04,45.06,3-5-0,W1,174
BN,M. Gallup WR - DAL,Bye,,"Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",0.0,2019,8,Sportfreunde Speasy,104.46,26.6,2-6-0,L2,Master of Disaster,157.04,45.06,3-5-0,W1,174
QB,K. Cousins QB - MIN,WAS,"Win, 19-9","285 Pass Yds, Pass TD, Int, 2 Rush Yds, Rush TD, Fum, 2PT, ...",11.6,2019,8,Die EXperten,113.0,40.8,7-1-0,W4,Rui's Crew,85.72,59.46,4-4-0,L1,175
RB,L. Bell RB - NYJ,@JAX,"Loss, 15-29","23 Rush Yds, Rush TD, Fum, 12 Rec Yds, Rec TD, 2PT, ...",5.0,2019,8,Die EXperten,113.0,40.8,7-1-0,W4,Rui's Crew,85.72,59.46,4-4-0,L1,175
RB,J. White RB - NE,CLE,"Win, 27-13","4 Rush Yds, Rush TD, Fum, 75 Rec Yds, Rec TD, 2PT, ...",9.9,2019,8,Die EXperten,113.0,40.8,7-1-0,W4,Rui's Crew,85.72,59.46,4-4-0,L1,175
WR,T. Hill WR - KC,GB,"Loss, 24-31","76 Rec Yds, Rec TD, Fum, 5 Rush Yds, Rush TD, 2PT, ...",11.1,2019,8,Die EXperten,113.0,40.8,7-1-0,W4,Rui's Crew,85.72,59.46,4-4-0,L1,175
WR,C. Sutton WR - DEN,@IND,"Loss, 13-15","72 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",8.7,2019,8,Die EXperten,113.0,40.8,7-1-0,W4,Rui's Crew,85.72,59.46,4-4-0,L1,175
TE,H. Henry TE - LAC,@CHI,"Win, 17-16","47 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",6.7,2019,8,Die EXperten,113.0,40.8,7-1-0,W4,Rui's Crew,85.72,59.46,4-4-0,L1,175
W/R,K. Golladay WR - DET,NYG,"Win, 31-26","123 Rec Yds, 2 Rec TD, 1 Fum, Rush Yds, Rush TD, 2PT, ...",25.3,2019,8,Die EXperten,113.0,40.8,7-1-0,W4,Rui's Crew,85.72,59.46,4-4-0,L1,175
R/W/T,A. Robinson WR - CHI,LAC,"Loss, 16-17","62 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",8.7,2019,8,Die EXperten,113.0,40.8,7-1-0,W4,Rui's Crew,85.72,59.46,4-4-0,L1,175
K,A. Vinatieri K - IND,DEN,"Win, 15-13","PAT, 1 PAT Miss, 0-19, 20-29, 30-39, 1 40-49, 2 50+, Miss 0-19, Miss 20-29, Miss 30-39, 1 Miss 40-49, Miss 50+, ...",13.0,2019,8,Die EXperten,113.0,40.8,7-1-0,W4,Rui's Crew,85.72,59.46,4-4-0,L1,175
DEF,Steelers DEF,MIA,"Win, 27-14","14 Pts, 4 Sck, 2 Int, 2 Fum, TD, Ret TD, Saf, ...",13.0,2019,8,Die EXperten,113.0,40.8,7-1-0,W4,Rui's Crew,85.72,59.46,4-4-0,L1,175
BN,F. Gore RB - BUF,PHI,"Loss, 13-31","34 Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",3.4,2019,8,Die EXperten,113.0,40.8,7-1-0,W4,Rui's Crew,85.72,59.46,4-4-0,L1,175
BN,K. Stills WR - HOU,LV,"Win, 27-24","22 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",3.7,2019,8,Die EXperten,113.0,40.8,7-1-0,W4,Rui's Crew,85.72,59.46,4-4-0,L1,175
BN,A. Cooper WR - DAL,Bye,,"Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",0.0,2019,8,Die EXperten,113.0,40.8,7-1-0,W4,Rui's Crew,85.72,59.46,4-4-0,L1,175
BN,T. Williams WR - LV,@HOU,"Loss, 24-27","91 Rec Yds, 1 Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",16.6,2019,8,Die EXperten,113.0,40.8,7-1-0,W4,Rui's Crew,85.72,59.46,4-4-0,L1,175
BN,D. Prescott QB - DAL,Bye,,"Pass Yds, Pass TD, Int, Rush Yds, Rush TD, Fum, 2PT, ...",0.0,2019,8,Die EXperten,113.0,40.8,7-1-0,W4,Rui's Crew,85.72,59.46,4-4-0,L1,175
BN,J. Williams RB - GB,@KC,"Win, 31-24","22 Rush Yds, 1 Rush TD, Fum, 14 Rec Yds, 1 Rec TD, 2PT, ...",17.1,2019,8,Die EXperten,113.0,40.8,7-1-0,W4,Rui's Crew,85.72,59.46,4-4-0,L1,175
QB,D. Brees QB - NO,ARI,"Win, 31-9","373 Pass Yds, 3 Pass TD, 1 Int, Rush Yds, Rush TD, Fum, 2PT, ...",24.92,2019,8,Rui's Crew,85.72,59.46,4-4-0,L1,Die EXperten,113.0,40.8,7-1-0,W4,175
RB,K. Drake RB - ARI,@NO,"Loss, 9-31","Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",0.0,2019,8,Rui's Crew,85.72,59.46,4-4-0,L1,Die EXperten,113.0,40.8,7-1-0,W4,175
RB,M. Mack RB - IND,DEN,"Win, 15-13","76 Rush Yds, 1 Rush TD, Fum, 14 Rec Yds, Rec TD, 2PT, ...",15.5,2019,8,Rui's Crew,85.72,59.46,4-4-0,L1,Die EXperten,113.0,40.8,7-1-0,W4,175
WR,E. Sanders WR - SF,CAR,"Win, 51-13","25 Rec Yds, 1 Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",10.5,2019,8,Rui's Crew,85.72,59.46,4-4-0,L1,Die EXperten,113.0,40.8,7-1-0,W4,175
WR,B. Cooks WR - LA,CIN,"Win, 24-10","Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",0.0,2019,8,Rui's Crew,85.72,59.46,4-4-0,L1,Die EXperten,113.0,40.8,7-1-0,W4,175
TE,Z. Ertz TE - PHI,@BUF,"Win, 31-13","20 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",3.0,2019,8,Rui's Crew,85.72,59.46,4-4-0,L1,Die EXperten,113.0,40.8,7-1-0,W4,175
W/R,A. Peterson RB - WAS,@MIN,"Loss, 9-19","76 Rush Yds, Rush TD, Fum, 27 Rec Yds, Rec TD, 2PT, ...",11.3,2019,8,Rui's Crew,85.72,59.46,4-4-0,L1,Die EXperten,113.0,40.8,7-1-0,W4,175
R/W/T,M. Breida RB - SF,CAR,"Win, 51-13","35 Rush Yds, Rush TD, Fum, 15 Rec Yds, Rec TD, 2PT, ...",5.5,2019,8,Rui's Crew,85.72,59.46,4-4-0,L1,Die EXperten,113.0,40.8,7-1-0,W4,175
K,W. Lutz K - NO,ARI,"Win, 31-9","4 PAT, PAT Miss, 0-19, 1 20-29, 30-39, 40-49, 50+, Miss 0-19, Miss 20-29, Miss 30-39, 1 Miss 40-49, Miss 50+, ...",6.0,2019,8,Rui's Crew,85.72,59.46,4-4-0,L1,Die EXperten,113.0,40.8,7-1-0,W4,175
DEF,Rams DEF,CIN,"Win, 24-10","10 Pts, 5 Sck, Int, Fum, TD, Ret TD, Saf, ...",9.0,2019,8,Rui's Crew,85.72,59.46,4-4-0,L1,Die EXperten,113.0,40.8,7-1-0,W4,175
BN,A. Brown WR,Bye,,"Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",0.0,2019,8,Rui's Crew,85.72,59.46,4-4-0,L1,Die EXperten,113.0,40.8,7-1-0,W4,175
BN,E. Elliott RB - DAL,Bye,,"Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",0.0,2019,8,Rui's Crew,85.72,59.46,4-4-0,L1,Die EXperten,113.0,40.8,7-1-0,W4,175
BN,J. Goff QB - LA,CIN,"Win, 24-10","372 Pass Yds, 2 Pass TD, Int, Rush Yds, Rush TD, Fum, 2PT, ...",22.88,2019,8,Rui's Crew,85.72,59.46,4-4-0,L1,Die EXperten,113.0,40.8,7-1-0,W4,175
BN,K. Hunt RB - CLE,@NE,"Loss, 13-27","Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",0.0,2019,8,Rui's Crew,85.72,59.46,4-4-0,L1,Die EXperten,113.0,40.8,7-1-0,W4,175
BN,M. Williams WR - LAC,@CHI,"Win, 17-16","69 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",8.4,2019,8,Rui's Crew,85.72,59.46,4-4-0,L1,Die EXperten,113.0,40.8,7-1-0,W4,175
BN,D. Jones QB - NYG,@DET,"Loss, 26-31","322 Pass Yds, 4 Pass TD, Int, 13 Rush Yds, Rush TD, 1 Fum, 2PT, ...",28.18,2019,8,Rui's Crew,85.72,59.46,4-4-0,L1,Die EXperten,113.0,40.8,7-1-0,W4,175
QB,L. Jackson QB - BAL,NE,"Win, 37-20","163 Pass Yds, 1 Pass TD, Int, 61 Rush Yds, 2 Rush TD, Fum, 2PT, ...",28.62,2019,9,Angst Potter,129.42,7.76,5-4-0,W1,Goldcity,100.68,0.0,4-5-0,L3,176
RB,D. Montgomery RB - CHI,@PHI,"Loss, 14-22","40 Rush Yds, 2 Rush TD, Fum, 36 Rec Yds, Rec TD, 2PT, ...",21.1,2019,9,Angst Potter,129.42,7.76,5-4-0,W1,Goldcity,100.68,0.0,4-5-0,L3,176
RB,D. Singletary RB - BUF,WAS,"Win, 24-9","95 Rush Yds, 1 Rush TD, Fum, 45 Rec Yds, Rec TD, 2PT, ...",21.5,2019,9,Angst Potter,129.42,7.76,5-4-0,W1,Goldcity,100.68,0.0,4-5-0,L3,176
WR,A. Jeffery WR - PHI,CHI,"Win, 22-14","36 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",5.6,2019,9,Angst Potter,129.42,7.76,5-4-0,W1,Goldcity,100.68,0.0,4-5-0,L3,176
WR,J. Crowder WR - NYJ,@MIA,"Loss, 18-26","83 Rec Yds, 1 Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",18.3,2019,9,Angst Potter,129.42,7.76,5-4-0,W1,Goldcity,100.68,0.0,4-5-0,L3,176
TE,G. Olsen TE - CAR,TEN,"Win, 30-20","40 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",5.5,2019,9,Angst Potter,129.42,7.76,5-4-0,W1,Goldcity,100.68,0.0,4-5-0,L3,176
W/R,K. Allen WR - LAC,GB,"Win, 26-11","40 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",5.5,2019,9,Angst Potter,129.42,7.76,5-4-0,W1,Goldcity,100.68,0.0,4-5-0,L3,176
R/W/T,C. Carson RB - SEA,TB,"Win, 40-34","105 Rush Yds, Rush TD, 1 Fum, 28 Rec Yds, Rec TD, 2PT, ...",12.3,2019,9,Angst Potter,129.42,7.76,5-4-0,W1,Goldcity,100.68,0.0,4-5-0,L3,176
K,M. Prater K - DET,@LV,"Loss, 24-31","3 PAT, PAT Miss, 0-19, 1 20-29, 30-39, 40-49, 50+, Miss 0-19, Miss 20-29, Miss 30-39, Miss 40-49, Miss 50+, ...",5.0,2019,9,Angst Potter,129.42,7.76,5-4-0,W1,Goldcity,100.68,0.0,4-5-0,L3,176
DEF,Eagles DEF,CHI,"Win, 22-14","14 Pts, 3 Sck, Int, 1 Fum, TD, Ret TD, Saf, ...",6.0,2019,9,Angst Potter,129.42,7.76,5-4-0,W1,Goldcity,100.68,0.0,4-5-0,L3,176
BN,J. Gordon WR - SEA,TB,"Win, 40-34","Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",0.0,2019,9,Angst Potter,129.42,7.76,5-4-0,W1,Goldcity,100.68,0.0,4-5-0,L3,176
BN,R. Woods WR - LA,Bye,,"Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",0.0,2019,9,Angst Potter,129.42,7.76,5-4-0,W1,Goldcity,100.68,0.0,4-5-0,L3,176
